period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.57469,5.91,6.91,3.68,21,0.78660005
+1q,6.70701,6.12,7.07,6.14,20,0.0923
0y,26.85331,24.0,28.5,24.79,25,0.0832
+1y,29.14006,25.9,31.08,26.85331,23,0.085200004
