,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,4060000000.0,3639000000.0,3551000000.0,1566000000.0,4565000000.0
Repurchase Of Capital Stock,-1171000000.0,-1086000000.0,-746000000.0,-691000000.0,-450000000.0
Repayment Of Debt,0.0,0.0,0.0,-800000000.0,-737000000.0
Issuance Of Debt,0.0,2175000000.0,249000000.0,0.0,111000000.0
Interest Paid Supplemental Data,196000000.0,104000000.0,204000000.0,146000000.0,184000000.0
Income Tax Paid Supplemental Data,491000000.0,604000000.0,802000000.0,314000000.0,355000000.0
End Cash Position,2470000000.0,2454000000.0,2371000000.0,2250000000.0,2549000000.0
Beginning Cash Position,2454000000.0,2371000000.0,2250000000.0,2549000000.0,2678000000.0
Effect Of Exchange Rate Changes,-51000000.0,49000000.0,159000000.0,58000000.0,-101000000.0
Changes In Cash,67000000.0,34000000.0,-38000000.0,-357000000.0,-28000000.0
Financing Cash Flow,-1661000000.0,1698000000.0,-762000000.0,-1125000000.0,-2119000000.0
Cash Flow From Continuing Financing Activities,-1661000000.0,1698000000.0,-762000000.0,-1125000000.0,-2119000000.0
Net Other Financing Charges,-246000000.0,693000000.0,76000000.0,271000000.0,-301000000.0
Proceeds From Stock Option Exercised,117000000.0,21000000.0,91000000.0,98000000.0,54000000.0
Cash Dividends Paid,-384000000.0,-390000000.0,-365000000.0,-366000000.0,-367000000.0
Common Stock Dividend Paid,-384000000.0,-390000000.0,-365000000.0,-366000000.0,-367000000.0
Net Common Stock Issuance,-1171000000.0,-1086000000.0,-746000000.0,-691000000.0,-450000000.0
Common Stock Payments,-1171000000.0,-1086000000.0,-746000000.0,-691000000.0,-450000000.0
Net Issuance Payments Of Debt,0.0,2175000000.0,249000000.0,-800000000.0,-626000000.0
Net Long Term Debt Issuance,0.0,2175000000.0,249000000.0,-800000000.0,-626000000.0
Long Term Debt Payments,0.0,0.0,0.0,-800000000.0,-737000000.0
Long Term Debt Issuance,0.0,2175000000.0,249000000.0,0.0,111000000.0
Investing Cash Flow,-2332000000.0,-5303000000.0,-2827000000.0,-798000000.0,-2474000000.0
Cash Flow From Continuing Investing Activities,-2332000000.0,-5303000000.0,-2827000000.0,-798000000.0,-2474000000.0
Net Other Investing Changes,-79000000.0,-337000000.0,135000000.0,-431000000.0,-434000000.0
Dividends Received Cfi,701000000.0,276000000.0,522000000.0,222000000.0,353000000.0
Net Investment Purchase And Sale,-2093000000.0,-4597000000.0,-2550000000.0,274000000.0,-2083000000.0
Sale Of Investment,8063000000.0,7104000000.0,6036000000.0,6972000000.0,7943000000.0
Purchase Of Investment,-10156000000.0,-11701000000.0,-8586000000.0,-6698000000.0,-10026000000.0
Net Business Purchase And Sale,-861000000.0,-645000000.0,-934000000.0,-863000000.0,-310000000.0
Sale Of Business,-10000000.0,-4000000.0,-2000000.0,16000000.0,
Purchase Of Business,-851000000.0,-641000000.0,-932000000.0,-879000000.0,-875000000.0
Operating Cash Flow,4060000000.0,3639000000.0,3551000000.0,1566000000.0,4565000000.0
Cash Flow From Continuing Operating Activities,4060000000.0,3639000000.0,3551000000.0,1566000000.0,4565000000.0
Change In Working Capital,-90000000.0,864000000.0,2336000000.0,1002000000.0,747000000.0
Change In Other Working Capital,,,-277000000.0,203000000.0,
Change In Payables And Accrued Expense,644000000.0,-1488000000.0,1290000000.0,-262000000.0,108000000.0
Change In Payable,644000000.0,-1488000000.0,1290000000.0,-262000000.0,108000000.0
Change In Account Payable,532000000.0,-1376000000.0,1290000000.0,-262000000.0,-21000000.0
Change In Receivables,289000000.0,-31000000.0,-593000000.0,-1001000000.0,848000000.0
Changes In Account Receivables,289000000.0,-31000000.0,-593000000.0,-1001000000.0,848000000.0
Other Non Cash Items,1237000000.0,669000000.0,-1447000000.0,-155000000.0,1106000000.0
Amortization Of Securities,-106000000.0,-107000000.0,-96000000.0,-100000000.0,-96000000.0
Deferred Tax,122000000.0,224000000.0,182000000.0,-198000000.0,-54000000.0
Deferred Income Tax,122000000.0,224000000.0,182000000.0,-198000000.0,-54000000.0
Depreciation And Amortization,77000000.0,75000000.0,74000000.0,75000000.0,82000000.0
Amortization Cash Flow,77000000.0,75000000.0,74000000.0,75000000.0,82000000.0
Amortization Of Intangibles,77000000.0,75000000.0,74000000.0,75000000.0,82000000.0
Operating Gains Losses,-443000000.0,-1287000000.0,-345000000.0,-427000000.0,-52000000.0
Earnings Losses From Equity Investments,-364000000.0,-40000000.0,-657000000.0,-82000000.0,-346000000.0
Gain Loss On Investment Securities,-33000000.0,-1362000000.0,223000000.0,-410000000.0,233000000.0
Net Foreign Currency Exchange Gain Loss,-46000000.0,115000000.0,89000000.0,65000000.0,61000000.0
Net Income From Continuing Operations,3173000000.0,3107000000.0,2999000000.0,1343000000.0,2640000000.0
