period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.20887,1.16,1.259,1.15,13,0.0512
+1q,1.19847,1.13,1.261,1.1,13,0.089499995
0y,5.32064,5.24585,5.48,4.97,14,0.0706
+1y,5.87044,5.67,6.15,5.32064,14,0.1033
