,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031600002,640759,810252583,-0.0116
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0254,514912,651116532,0.0156
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.022,444638,562253652,-0.0241
3,2025-12-31,NEW PERSPECTIVE FUND,0.0182,369089,466720429,0.2726
4,2025-12-31,"T. Rowe Price Mid-Cap Growth Fund, Inc.",0.0162,328400,415268374,-0.0011999999
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.012999999,262875,332410700,-0.0094
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0128999995,261706,330932476,-0.1338
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,259973,328741063,0.0017
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0119,240623,304272600,-0.0186
9,2026-01-31,"Principal Funds, Inc-MidCap Fund",0.0093,188169,237943467,-0.1886
