address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,marketState,regularMarketChangePercent,regularMarketPrice,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,trailingPegRatio
1211 Avenue of the Americas,New York,NY,10036,United States,212 852 7000,https://www.foxcorporation.com,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Fox Corporation operates as a news, sports, and entertainment company in the United States. It operates in four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot. The Cable Network Programming segment produces and licenses news and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms. Its Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising-supported video-on-demand service Tubi, and operates full power broadcast television stations, including duopolies and other digital platforms. This segment also produces content for third parties. The Credible segment engages in the consumer finance marketplace. Its FOX Studio Lot segment provides television and film production services along with office space, studio operation services, and all operations of the facility. Fox Corporation was incorporated in 2018 and is headquartered in New York, New York.",10400,"[{'maxAge': 1, 'name': 'Mr. Lachlan Keith Murdoch', 'age': 54, 'title': 'Executive Chairman & CEO', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 15678094, 'exercisedValue': 0, 'unexercisedValue': 34473432}, {'maxAge': 1, 'name': 'Mr. John P. Nallen', 'age': 68, 'title': 'President & COO', 'yearBorn': 1957, 'fiscalYear': 2025, 'totalPay': 7496141, 'exercisedValue': 3213782, 'unexercisedValue': 10623544}, {'maxAge': 1, 'name': 'Mr. Steven Silvester Tomsic', 'age': 56, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 6681988, 'exercisedValue': 681107, 'unexercisedValue': 5719309}, {'maxAge': 1, 'name': 'Mr. Adam G. Ciongoli J.D.', 'age': 56, 'title': 'Chief Legal & Policy Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 6725242, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gabrielle  Brown', 'title': 'Executive VP & Chief Investor Relations Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nicholas  Trutanich', 'title': 'Executive VP of Litigation, Chief Ethics & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian  Nick', 'title': 'Chief Communications Officer & Executive VP', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeff  Collins', 'title': 'President of Advertising Sales, Marketing & Brand Partnership', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevin E. Lord', 'age': 62, 'title': 'Executive VP & Chief Human Resources Officer', 'yearBorn': 1963, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jason  Klarman', 'title': 'Chief Digital & Marketing Officer of FOX News Media', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,2,53.48,53.34,53.25,53.98,53.48,53.34,53.25,53.98,0.56,1.06,1772582400,0.1319,1.4,0.505,12.935251,10.853119,218717,218717,1891463,2245150,2245150,49.16,57.79,2,2,25182099456,23644680315,43.326,68.175,68.175,19.13,1.5190071,55.051,56.0331,0.55,0.010284219,USD,False,28162691072,0.11407,334986650,224702222,11150065,11450919,1770940800,1773360000,0.026199998,0.38865003,0.66740996,5.99,0.08,466853928,25.697,2.0990777,1751241600,1782777600,1767139200,-0.386,1891000064,4.17,4.97,1.699,7.971,0.2207259,0.32693863,0.28,1772582400,EQUITY,53.94,none,2016999936,4.741,3532999936,7495000064,2.307,2.784,16577999872,67.389,37.212,0.0881,0.16823,5874999808,1765500032,2728999936,-0.358,0.02,0.35439,0.21311001,0.11347,USD,FOX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,1552483800000,0.45999908,53.25 - 53.98,NasdaqGS,1891463,10.613998,0.24497989,43.326 - 68.175,-14.235004,-0.20880094,22.07259,1774396800,1770211800,1778502600,1778502600,1770211800,1770211800,True,4.17,4.97,REGULAR,0.85997206,53.94,Fox Corporation,Fox Corporation,-1.1110001,-0.020181289,-2.0931015,-0.037354734,15,0,False,[],1775579006,NMS,finmb_546623668,America/New_York,EDT,-14400000,us_market,False,Fox,12.1373
