period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.71437,0.69,0.77,0.71,13,0.0062
+1q,0.62637,0.45,0.674,0.75,12,-0.16479999
0y,2.88868,2.51,3.08,3.12,17,-0.074099995
+1y,2.97537,2.37,3.34457,2.88868,15,0.03
