,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0321,29371996,550578089,-0.0074
1,2025-12-31,Dodge & Cox Funds-Dodge & Cox Stock Fund,0.0287,26237456,491821134,0.0
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.025799999,23566010,441744877,0.016900001
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0222,20343936,381347097,-0.0208
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013200001,12028916,225482040,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.012999999,11895293,222977277,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0121,11053854,207204502,-0.0184
7,2025-12-31,VANGUARD CHESTER FUNDS-Vanguard PRIMECAP Fund,0.012,10933356,204945767,-0.0292
8,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0104,9495577,177994598,0.048600003
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0094,8601686,161238611,0.020499999
