period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,959288500,955000000,997634430,38,761553000,0.25959998
+1q,992598860,959000000,1058075000,37,826760000,0.2006
0y,4120237870,4079000000,4401333000,46,3427158000,0.2022
+1y,4926540480,4714000000,5552207000,45,4120237870,0.19569999
