Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-01,2026-03-11,"[datetime.date(2026, 5, 21)]",1.99,1.69,1.77513,85512000000,77896000000,78744510200
