period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.77513,1.69,1.99,0.81,38,1.1915001
+1q,1.94641,1.83,2.24,1.05,37,0.85370004
0y,8.29457,7.68,9.4,4.77,47,0.7389
+1y,11.11635,8.23,13.88,8.29457,46,0.3402
