,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-298371000.0,-192660000.0,-780507000.0,24981017.706173
Tax Rate For Calcs,0.271,0.247,0.273,0.193651
Total Unusual Items,-1101000000.0,-780000000.0,-2859000000.0,129000000.0
Total Unusual Items Excluding Goodwill,-1101000000.0,-780000000.0,-2859000000.0,129000000.0
Net Income From Continuing Operation Net Minority Interest,14309000000.0,12684000000.0,9229000000.0,15076000000.0
Reconciled Depreciation,4373000000.0,4311000000.0,4560000000.0,4262000000.0
Net Interest Income,59792000000.0,54095000000.0,54900000000.0,48668000000.0
Interest Expense,83072000000.0,89618000000.0,78358000000.0,25740000000.0
Interest Income,142864000000.0,143713000000.0,133258000000.0,74408000000.0
Normalized Income,15111629000.0,13271340000.0,11307493000.0,14971981017.706173
Net Income From Continuing And Discontinued Operation,14306000000.0,12682000000.0,9228000000.0,14845000000.0
Diluted Average Shares,1873100000.0,1940100000.0,1955800000.0,1964300000.0
Basic Average Shares,1832000000.0,1901400000.0,1930100000.0,1946700000.0
Diluted EPS,6.99,5.94,4.04,7.0
Basic EPS,7.107533,6.026086,4.067147,7.037551
Diluted NI Availto Com Stockholders,13097000000.0,11532000000.0,7907000000.0,13741000000.0
Average Dilution Earnings,76000000.0,74000000.0,57000000.0,41000000.0
Net Income Common Stockholders,13021000000.0,11458000000.0,7850000000.0,13700000000.0
Otherunder Preferred Stock Dividend,171000000.0,170000000.0,180000000.0,113000000.0
Preferred Stock Dividends,1114000000.0,1054000000.0,1198000000.0,1032000000.0
Net Income,14306000000.0,12682000000.0,9228000000.0,14845000000.0
Minority Interests,-146000000.0,-151000000.0,-153000000.0,-89000000.0
Net Income Including Noncontrolling Interests,14452000000.0,12833000000.0,9381000000.0,14934000000.0
Net Income Discontinuous Operations,-3000000.0,-2000000.0,-1000000.0,-231000000.0
Net Income Continuous Operations,14455000000.0,12835000000.0,9382000000.0,15165000000.0
Tax Provision,5373000000.0,4211000000.0,3528000000.0,3642000000.0
Pretax Income,19828000000.0,17046000000.0,12910000000.0,18807000000.0
Special Income Charges,-1101000000.0,-780000000.0,-2859000000.0,129000000.0
Gain On Sale Of Business,-877000000.0,-318000000.0,-372000000.0,664000000.0
Other Special Charges,238000000.0,203000000.0,1706000000.0,
Impairment Of Capital Assets,,,,535000000.0
Restructuring And Mergern Acquisition,-14000000.0,259000000.0,781000000.0,0.0
Gain On Sale Of Security,107000000.0,-152000000.0,-115000000.0,-460000000.0
Selling General And Administration,30823000000.0,29745000000.0,30712000000.0,28305000000.0
Selling And Marketing Expense,1097000000.0,1113000000.0,1393000000.0,1556000000.0
General And Administrative Expense,29726000000.0,28632000000.0,29319000000.0,26749000000.0
Insurance And Claims,87000000.0,90000000.0,87000000.0,94000000.0
Salaries And Wages,29639000000.0,28542000000.0,29232000000.0,26655000000.0
Total Revenue,85213000000.0,80672000000.0,78090000000.0,74480000000.0
Operating Revenue,85213000000.0,80672000000.0,78090000000.0,74480000000.0
Occupancy And Equipment,2477000000.0,2438000000.0,2508000000.0,2320000000.0
Professional Expense And Contract Services Expense,2073000000.0,2016000000.0,2078000000.0,2481000000.0
Other Non Interest Expense,18745000000.0,18678000000.0,17900000000.0,17584000000.0
