,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0313,53726882,6259181753,0.0308
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0251,43121590,5023665235,0.0552
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0134000005,23025202,2682436033,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.013300001,22771072,2652829888,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0123000005,21049540,2452271410,-0.0198
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,15816050,1842569825,0.06
6,2026-01-31,PUTNAM LARGE CAP VALUE FUND,0.0091,15639762,1822032273,0.0
7,2026-01-31,Income Fund of America,0.0084,14406464,1678353056,-0.0625
8,2026-01-31,SELECT SECTOR SPDR TRUST-State Street Financial Select Sector SPDR ETF,0.0075,12816342,1493103843,0.0579
9,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.006,10268580,1196289570,-0.043
