period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.61123,0.56728,0.67,0.74,16,-0.174
+1q,0.68618,0.63,0.73,0.73,16,-0.06
0y,3.02929,2.92,3.09,2.92,24,0.0374
+1y,3.36673,3.25,3.61,3.02929,24,0.1114
