period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,9792810070,9445000000,10166000000,14,9313000000,0.0515
+1q,9178106640,8998520000,9383581000,14,8984000000,0.0216
0y,39663346320,38812000000,40233397000,23,38537000000,0.0292
+1y,40894534890,39970000000,41698200000,23,39663346320,0.031
