period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,-0.33234,-0.61044,-0.06,-0.32,13,-0.038599998
+1q,1.00176,0.75,1.31687,0.41,12,1.4433
0y,1.5617,0.8,2.4,-0.24,12,7.5071
+1y,2.28903,1.26,3.66,1.5617,15,0.4657
