address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,displayName,trailingPegRatio
341 White Pond Drive,Akron,OH,44320,United States,800-736-3402,https://www.firstenergycorp.com,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"FirstEnergy Corp., together with its subsidiaries, engages in the generation, distribution, and transmission of electricity in the United States. It operates through Distribution, Integrated, and Stand-Alone Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, wind, and solar power generating facilities. The company operates 252,959 distribution line miles and 24,157 transmission line miles, including overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves customers in Ohio, Pennsylvania, New Jersey, West Virginia, Maryland, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio.",11186,"[{'maxAge': 1, 'name': 'Mr. Brian X. Tierney', 'age': 57, 'title': 'CEO, President & Chair of the Board', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1549406, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. K. Jon Taylor', 'age': 51, 'title': 'Senior VP of Strategy & CFO', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 995983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Toby L. Thomas', 'age': 54, 'title': 'Chief Operating Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 770533, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hyun  Park', 'age': 64, 'title': 'Senior VP & Chief Legal Officer', 'yearBorn': 1961, 'fiscalYear': 2024, 'totalPay': 750391, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Allan Wade Smith', 'age': 60, 'title': 'President of FirstEnergy Utilities', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 935444, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jason J. Lisowski', 'age': 44, 'title': 'VP, Controller & Chief Accounting Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ernest N. Maley', 'title': 'VP & Chief Information Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karen  Sagot', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Antonio  Fernandez', 'title': 'VP and Chief Ethics & Compliance Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tabrina L. Davis', 'title': 'Vice President of Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",6,6,3,3,4,1775001600,1735603200,http://investors.firstenergycorp.com/phoenix.zhtml?c=102230&p=irol-IRHome,[],86400,2,51.02,51.09,50.9773,51.31,51.02,51.09,50.9773,51.31,1.86,3.63,1778112000,1.0,4.0,0.59,29.051138,17.383175,778207,778207,4750325,3712080,3712080,51.07,51.08,600,1100,29573523456,29653736021,37.58,52.29,84.0,18.0,1.9846671,49.4252,45.51645,1.76,0.034496274,USD,False,57855737856,0.06845,547209967,578398650,25676120,28132792,1770940800,1773360000,0.0444,0.0014,0.95247,5.55,0.0592,578398650,21.649,2.3617718,1767139200,1798675200,1767139200,1020000000,1.76,2.94135,3.883,11.728,0.3317672,0.32693863,0.445,1770336000,EQUITY,51.13,56.0,49.0,52.69231,53.0,none,13,57000000,0.099,4933000192,26843000832,0.394,0.565,14901000192,192.755,25.825,0.037249997,0.09195,9964000256,-1227874944,3700000000,0.207,0.66867995,0.33105,0.26635,USD,FE,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578950,NYQ,finmb_293515,America/New_York,EDT,-14400000,us_market,False,0.21560292,51.13,REGULAR,FirstEnergy Corp.,FirstEnergy Corp.,True,879172200000,0.11000061,50.9773 - 51.31,NYSE,4750325,13.549999,0.36056408,37.58 - 52.29,-1.1599998,-0.022183971,33.17672,1780272000,1777406400,1777406400,1777406400,1777467600,1777467600,False,1.76,2.94135,2.72456,18.766333,1.7047997,0.03449252,5.613552,0.12333018,15,0,False,FirstEnergy,1.5634
