period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.60195,1.53,1.64,1.7,19,-0.0577
+1q,1.67478,1.63,1.74,1.73,19,-0.0319
0y,6.85557,6.64,7.19849,7.12,24,-0.037100002
+1y,7.60309,7.04,8.50696,6.85557,22,0.109
