,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-15324500.0,-14412020.0,-10771040.0,-6709838.0
Tax Rate For Calcs,0.25,0.14,0.163,0.193
Normalized EBITDA,1403073000.0,1365483000.0,1307092000.0,1296619000.0
Total Unusual Items,-61298000.0,-102943000.0,-66080000.0,-34766000.0
Total Unusual Items Excluding Goodwill,-61298000.0,-102943000.0,-66080000.0,-34766000.0
Net Income From Continuing Operation Net Minority Interest,452031000.0,504918000.0,547629000.0,523672000.0
Reconciled Depreciation,708611000.0,648410000.0,570776000.0,592754000.0
Reconciled Cost Of Revenue,1196877000.0,1130648000.0,1072855000.0,930273000.0
EBITDA,1341775000.0,1262540000.0,1241012000.0,1261853000.0
EBIT,633164000.0,614130000.0,670236000.0,669099000.0
Net Interest Income,40049000.0,73163000.0,27485000.0,-7838000.0
Interest Expense,30759000.0,27117000.0,17709000.0,11096000.0
Interest Income,70808000.0,100280000.0,45194000.0,3258000.0
Normalized Income,498004500.0,593448980.0,602937960.0,551728162.0
Net Income From Continuing And Discontinued Operation,452031000.0,504918000.0,547629000.0,523672000.0
Total Expenses,3579933000.0,3354814000.0,3108502000.0,2905614000.0
Total Operating Income As Reported,566944000.0,533411000.0,637338000.0,676274000.0
Diluted Average Shares,147023000.0,154346000.0,155397000.0,160467000.0
Basic Average Shares,145402000.0,151392000.0,152510000.0,159089000.0
Diluted EPS,3.07,3.27,3.52,3.26
Basic EPS,3.11,3.34,3.59,3.29
Diluted NI Availto Com Stockholders,452031000.0,504918000.0,547629000.0,523672000.0
Net Income Common Stockholders,452031000.0,504918000.0,547629000.0,523672000.0
Net Income,452031000.0,504918000.0,547629000.0,523672000.0
Net Income Including Noncontrolling Interests,452031000.0,504918000.0,547629000.0,523672000.0
Net Income Continuous Operations,452031000.0,504918000.0,547629000.0,523672000.0
Earnings From Equity Interest Net Of Tax,0.0,0.0,1475000.0,-7635000.0
Tax Provision,150374000.0,82095000.0,106373000.0,126696000.0
Pretax Income,602405000.0,587013000.0,652527000.0,658003000.0
Other Income Expense,-65886000.0,-122504000.0,-78376000.0,-45199000.0
Other Non Operating Income Expenses,-4588000.0,-19561000.0,-12296000.0,-10433000.0
Special Income Charges,-61298000.0,-102943000.0,-66080000.0,-34766000.0
Restructuring And Mergern Acquisition,61298000.0,102943000.0,66080000.0,34766000.0
Net Non Operating Interest Income Expense,40049000.0,73163000.0,27485000.0,-7838000.0
Interest Expense Non Operating,30759000.0,27117000.0,17709000.0,11096000.0
Interest Income Non Operating,70808000.0,100280000.0,45194000.0,3258000.0
Operating Income,628242000.0,636354000.0,703418000.0,711040000.0
Operating Expense,1852420000.0,1734021000.0,1597439000.0,1521795000.0
Provision For Doubtful Accounts,6324000.0,3919000.0,1649000.0,7042000.0
Depreciation Amortization Depletion Income Statement,177975000.0,158265000.0,132568000.0,139208000.0
Depreciation And Amortization In Income Statement,177975000.0,158265000.0,132568000.0,139208000.0
Amortization,111066000.0,92081000.0,66751000.0,64983000.0
Amortization Of Intangibles Income Statement,111066000.0,92081000.0,66751000.0,64983000.0
Depreciation Income Statement,66909000.0,66184000.0,65817000.0,74225000.0
Research And Development,513560000.0,470876000.0,406048000.0,391434000.0
Selling General And Administration,1154561000.0,1100961000.0,1057174000.0,984111000.0
Selling And Marketing Expense,95549000.0,85604000.0,89081000.0,78344000.0
General And Administrative Expense,1059012000.0,1015357000.0,968093000.0,905767000.0
Other Gand A,224964000.0,215999000.0,212747000.0,207170000.0
Salaries And Wages,834048000.0,799358000.0,755346000.0,698597000.0
Gross Profit,2480662000.0,2370375000.0,2300857000.0,2232835000.0
Cost Of Revenue,1727513000.0,1620793000.0,1511063000.0,1383819000.0
Total Revenue,4208175000.0,3991168000.0,3811920000.0,3616654000.0
Operating Revenue,4208175000.0,3991168000.0,3811920000.0,3616654000.0
