period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.26089,0.253,0.27,0.24,8,0.087
+1q,0.3063,0.29828,0.31326,0.29,8,0.056199998
0y,1.13443,1.06,1.26743,1.08,16,0.0504
+1y,1.21058,1.14999,1.40721,1.13443,14,0.0671
