Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-02-25,2026-02-11,"[datetime.date(2026, 5, 7)]",0.27,0.253,0.26089,3890640000,3809370000,3845213000
