period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.52299,2.49,2.58,2.45,20,0.0298
+1q,4.29663,4.15,4.43,3.88,20,0.1074
0y,14.81094,14.70716,15.04736,13.06,25,0.1341
+1y,16.82087,16.25,17.69165,14.81094,24,0.1357
