period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4810486670,4721000000,4981000000,19,4688500000,0.025999999
+1q,6167858430,6030000000,6235000000,19,5746400000,0.0733
0y,23189593830,22825584490,23401381250,23,21321900000,0.0876
+1y,25037065910,24432000000,26030000000,22,23189593830,0.0797
