,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2956800.0,-4675400.0,-3899400.0,-3096700.0
Tax Rate For Calcs,0.192,0.194,0.194,0.173
Normalized EBITDA,4297000000.0,3883700000.0,3170000000.0,2737100000.0
Total Unusual Items,-15400000.0,-24100000.0,-20100000.0,-17900000.0
Total Unusual Items Excluding Goodwill,-15400000.0,-24100000.0,-20100000.0,-17900000.0
Net Income From Continuing Operation Net Minority Interest,2955600000.0,2592600000.0,2051100000.0,1778000000.0
Reconciled Depreciation,376300000.0,379400000.0,348100000.0,323600000.0
Reconciled Cost Of Revenue,13611700000.0,12757700000.0,11820400000.0,11026900000.0
EBITDA,4281600000.0,3859600000.0,3149900000.0,2719200000.0
EBIT,3905300000.0,3480200000.0,2801800000.0,2395600000.0
Net Interest Income,-217700000.0,-202500000.0,-219100000.0,-214300000.0
Interest Expense,226700000.0,238400000.0,234500000.0,223500000.0
Interest Income,9000000.0,35900000.0,15400000.0,9200000.0
Normalized Income,2968043200.0,2612024600.0,2067300600.0,1792803300.0
Net Income From Continuing And Discontinued Operation,2918600000.0,2567900000.0,2023900000.0,1756500000.0
Total Expenses,17354500000.0,16338100000.0,14783600000.0,13572800000.0
Total Operating Income As Reported,3967400000.0,3500100000.0,2894000000.0,2418900000.0
Diluted Average Shares,224900000.0,228400000.0,230700000.0,234900000.0
Basic Average Shares,221471958.0,224473947.0,227173161.0,228827395.0
Diluted EPS,12.98,11.24,8.77,7.48
Basic EPS,13.178192,11.439635,8.909063,7.676091
Diluted NI Availto Com Stockholders,2918600000.0,2567900000.0,2023900000.0,1756500000.0
Net Income Common Stockholders,2918600000.0,2567900000.0,2023900000.0,1756500000.0
Net Income,2918600000.0,2567900000.0,2023900000.0,1756500000.0
Minority Interests,-17100000.0,-21600000.0,-17800000.0,-18200000.0
Net Income Including Noncontrolling Interests,2935700000.0,2589500000.0,2041700000.0,1774700000.0
Net Income Discontinuous Operations,-37000000.0,-24700000.0,-27200000.0,-21500000.0
Net Income Continuous Operations,2972700000.0,2614200000.0,2068900000.0,1796200000.0
Tax Provision,705900000.0,627600000.0,498400000.0,375900000.0
Pretax Income,3678600000.0,3241800000.0,2567300000.0,2172100000.0
Other Income Expense,-71100000.0,-55800000.0,-107600000.0,-32500000.0
Other Non Operating Income Expenses,-55700000.0,-31700000.0,-87500000.0,-14600000.0
Gain On Sale Of Security,-15400000.0,-24100000.0,-20100000.0,-17900000.0
Net Non Operating Interest Income Expense,-217700000.0,-202500000.0,-219100000.0,-214300000.0
Interest Expense Non Operating,226700000.0,238400000.0,234500000.0,223500000.0
Interest Income Non Operating,9000000.0,35900000.0,15400000.0,9200000.0
Operating Income,3967400000.0,3500100000.0,2894000000.0,2418900000.0
Operating Expense,3742800000.0,3580400000.0,2963200000.0,2545900000.0
Selling General And Administration,3742800000.0,3580400000.0,2963200000.0,2545900000.0
Gross Profit,7710200000.0,7080500000.0,5857200000.0,4964800000.0
Cost Of Revenue,13611700000.0,12757700000.0,11820400000.0,11026900000.0
Total Revenue,21321900000.0,19838200000.0,17677600000.0,15991700000.0
Operating Revenue,21321900000.0,19838200000.0,17677600000.0,15991700000.0
