,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0298,73974548,2023943678,-0.0011999999
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,62487420,1709655849,0.0224
2,2026-01-31,"Invesco QQQ Trust, Series 1",0.0218,53981342,1476929550,-0.0291
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0207,51238257,1401878742,-0.0150999995
4,2026-02-28,SELECT SECTOR SPDR TRT-State Street Communication Services Select Sect,0.0165,40921094,1119601156,-0.0099
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,31887271,872435754,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,31535339,862806894,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,29161208,797850668,-0.0185
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0087,21664035,592728010,0.0256
9,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.0078,19426500,531509051,-0.3839
