period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,-0.0889,-0.27,0.0,-0.18,13,0.5061
+1q,-0.06867,-0.2,0.04,0.63,13,-1.109
0y,-0.08248,-0.46,0.1,0.29,14,-1.2844
+1y,-0.00055,-0.46,0.49,-0.08248,14,0.9933
