period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8887447930,8593776910,9344490000,16,8979000000,-0.010199999
+1q,9438162940,8366000000,10666000000,16,9812000000,-0.0381
0y,37432147130,36341000000,38992357000,21,37296000000,0.0037
+1y,38125499160,36449000000,40804000000,22,37432147130,0.0185
