period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.65067,2.5384,2.76,2.31,14,0.1475
+1q,2.20362,2.05,2.3289,1.9,10,0.1598
0y,9.02849,8.92214,9.15,10.12,17,-0.1079
+1y,8.13667,6.83,9.92,-2.294,6,4.5469
