,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0301,3206224,305649339,0.0022
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,2689854,256423786,0.0222
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0216,2300343,219291702,-0.0424
3,2026-02-28,ProShares Trust-ProShares S&P 500 Dividend Aristocrats ETF,0.0153,1629260,155317358,0.0023
4,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.015,1600153,152542588,0.0588
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0139,1483029,141377157,-0.0354
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,1372864,130875127,-0.0086
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,1357695,129429066,0.0016
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0119,1266593,120744313,-0.0183
9,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.0115,1231000,117351232,0.70379996
