,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,20979000.0,3683000.0,31752000.0,-81480000.0,
Tax Rate For Calcs,0.111,0.029,0.168,0.21,
Normalized EBITDA,4605000000.0,3912000000.0,4904000000.0,3236000000.0,
Total Unusual Items,189000000.0,127000000.0,189000000.0,-388000000.0,
Total Unusual Items Excluding Goodwill,189000000.0,127000000.0,189000000.0,-388000000.0,
Net Income From Continuing Operation Net Minority Interest,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Reconciled Depreciation,1459000000.0,1373000000.0,1324000000.0,1283000000.0,
Reconciled Cost Of Revenue,7729000000.0,6564000000.0,6228000000.0,7013000000.0,
EBITDA,4794000000.0,4039000000.0,5093000000.0,2848000000.0,
EBIT,3335000000.0,2666000000.0,3769000000.0,1565000000.0,
Net Interest Income,-839000000.0,-728000000.0,-567000000.0,-470000000.0,
Interest Expense,961000000.0,841000000.0,688000000.0,563000000.0,
Interest Income,122000000.0,113000000.0,121000000.0,93000000.0,
Normalized Income,1942979000.0,1648683000.0,2405752000.0,1337520000.0,
Net Income From Continuing And Discontinued Operation,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Total Expenses,9188000000.0,7937000000.0,7552000000.0,8323000000.0,
Total Operating Income As Reported,2980000000.0,2353000000.0,3685000000.0,1381000000.0,
Diluted Average Shares,501000000.0,500000000.0,500000000.0,501000000.0,
Basic Average Shares,499000000.0,498000000.0,498000000.0,498000000.0,
Diluted EPS,4.213573,3.54,5.126,2.057884,
Basic EPS,4.22,3.54,5.13,2.06,
Diluted NI Availto Com Stockholders,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Net Income Common Stockholders,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Net Income,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Net Income Including Noncontrolling Interests,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Net Income Continuous Operations,2111000000.0,1772000000.0,2563000000.0,1031000000.0,
Tax Provision,263000000.0,53000000.0,518000000.0,-29000000.0,
Pretax Income,2374000000.0,1825000000.0,3081000000.0,1002000000.0,
Other Income Expense,233000000.0,198000000.0,-39000000.0,-5000000.0,
Other Non Operating Income Expenses,44000000.0,71000000.0,-228000000.0,369000000.0,
Special Income Charges,,-6000000.0,-7000000.0,-123000000.0,-2935000000.0
Gain On Sale Of Ppe,,-6000000.0,-7000000.0,-123000000.0,-2637000000.0
Other Special Charges,,,,1000000.0,298000000.0
Earnings From Equity Interest,,1000000.0,1000000.0,14000000.0,16000000.0
Gain On Sale Of Security,189000000.0,127000000.0,189000000.0,-265000000.0,
Net Non Operating Interest Income Expense,-839000000.0,-728000000.0,-567000000.0,-470000000.0,
Interest Expense Non Operating,961000000.0,841000000.0,688000000.0,563000000.0,
Interest Income Non Operating,122000000.0,113000000.0,121000000.0,93000000.0,
Operating Income,2980000000.0,2353000000.0,3685000000.0,1477000000.0,
Operating Expense,1257000000.0,1182000000.0,1135000000.0,1127000000.0,
Other Taxes,,,,27000000.0,19000000.0
Depreciation Amortization Depletion Income Statement,1257000000.0,1182000000.0,1135000000.0,1100000000.0,
Depreciation And Amortization In Income Statement,1257000000.0,1182000000.0,1135000000.0,1100000000.0,
Selling General And Administration,,,218000000.0,-376000000.0,-328000000.0
General And Administrative Expense,,,218000000.0,-376000000.0,-328000000.0
Salaries And Wages,,,218000000.0,-376000000.0,-328000000.0
Gross Profit,4237000000.0,3535000000.0,4820000000.0,2604000000.0,
Cost Of Revenue,7931000000.0,6755000000.0,6417000000.0,7196000000.0,
Total Revenue,12168000000.0,10290000000.0,11237000000.0,9800000000.0,
Operating Revenue,12168000000.0,10290000000.0,11237000000.0,9800000000.0,
