period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.44817,1.18,1.71,1.43,9,0.0127
+1q,0.85818,0.64,1.15,0.77,9,0.1145
0y,4.36555,4.28,4.41954,4.05,19,0.0779
+1y,4.71486,4.643,4.96,4.36555,19,0.08
