period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.26673,2.21,2.36,0.57,20,2.9767
+1q,2.67582,2.4,2.95,0.88,20,2.0407
0y,7.69301,5.89,8.02,2.06,21,2.7345002
+1y,15.59507,9.24,22.7,7.69301,21,1.0272
