,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,SmallCap World Fund Inc,0.0423,3017220,2440930980,-0.2523
1,2026-01-31,iShares Trust-iShares Core S&P Mid-Cap ETF,0.0318,2270131,1836535979,0.0018000001
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0312,2229360,1803552240,0.0716
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0225,1608815,1301531335,0.0222
4,2025-12-31,NEW ECONOMY FUND,0.019199999,1374019,1111581371,0.0
5,2026-02-28,Fidelity Securities Fund-Fidelity Blue Chip Growth Fund,0.0145000005,1034987,837304483,-0.059899997
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Growth Index Fund,0.0127,907787,734399683,0.0306
7,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0124,888791,719031919,-0.2858
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Extended Market Index Fund,0.0107,764137,618186833,0.0231
9,2026-02-28,Fidelity Mt. Vernon Street Trust-Fidelity Growth Company Fund,0.010299999,736018,595438562,0.0155
