address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,displayName,trailingPegRatio
1001 Ridder Park Drive,San Jose,CA,95131,United States,408 546 5483,https://www.lumentum.com,Communication Equipment,communication-equipment,Communication Equipment,Technology,technology,Technology,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. It operates through two segments, Cloud & Networking and Industrial Tech. The Cloud & Networking segment offers optical and photonic chips, components, modules, and subsystems supplied to cloud data center operators, AI/ML infrastructure providers, and network equipment manufacturer customers that are building cloud data centers and network infrastructures. Its Industrial Tech segment provides short-pulse solid-state lasers, kilowatt-class fiber lasers, diode lasers, and gas lasers that serves the semiconductor device, solar cell, display, and electric vehicle and battery manufacturing markets. The company was incorporated in 2015 and is headquartered in San Jose, California.",10562,"[{'maxAge': 1, 'name': 'Mr. Michael E.  Hurlston', 'age': 58, 'title': 'President, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 2929931, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wajid  Ali B.A., C.M.A., M.A., M.B.A.', 'age': 52, 'title': 'Executive VP & CFO', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 720701, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jae  Kim Esq.', 'age': 54, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 726607, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vincent  Retort', 'age': 71, 'title': 'Executive VP of Module Business Unit, R&D and Product Development', 'yearBorn': 1954, 'fiscalYear': 2025, 'totalPay': 759381, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Wupen  Yuen Ph.D.', 'age': 55, 'title': 'President of Global Business Units', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 1003466, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric  Chang CPA', 'age': 51, 'title': 'Chief Accounting Officer', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathryn  Ta', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rafik  Ward', 'title': 'Senior VP, Chief Strategy Officer & Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Heather  Paschall', 'title': 'Senior VP & CHRO', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John  Bagatelos', 'title': 'Senior Vice President of Worldwide Sales', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",4,6,9,7,9,1775001600,1767139200,[],86400,2,772.28,778.82,770.07,810.8799,772.28,778.82,770.07,810.8799,0.0,1.391,233.1412,54.000797,3242877,3242877,6104085,6503640,6503640,754.97,843.84,1,2,57762598912,59039232000,48.51,836.91,836.91,13.97,27.438057,617.3548,305.13727,0.0,0.0,USD,False,61206630400,0.11951,70824516,71400000,11488784,10788126,1770940800,1773360000,0.1609,0.00585,1.13465,2.02,0.17979999,71400000,11.857,68.22974,1751068800,1782604800,1766793600,251600000,3.47,14.98126,29.074,228.639,14.4394245,0.32693863,EQUITY,809.0,1225.0,455.0,740.087,750.0,1.6087,buy,23,1155299968,16.181,267700000,3322700032,0.408,0.606,2105200000,392.476,30.053,0.0029199999,0.29275,781400000,-21325000,247000000,0.655,0.37118,0.12716,0.10729,USD,LITE,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775579229,NMS,finmb_272054403,America/New_York,EDT,-14400000,us_market,False,4.7547483,809.0,True,1437658200000,REGULAR,36.71997,770.07 - 810.8799,NasdaqGS,6104085,760.49,15.676974,48.51 - 836.91,-27.909973,-0.033348836,1443.9425,1778011200,1778011200,1778011200,1778014800,1778014800,False,3.47,14.98126,7.69301,105.1604,191.6452,0.3104296,503.86273,1.6512657,15,0,1.6 - Buy,False,Lumentum Holdings Inc.,Lumentum Holdings Inc.,Lumentum,
