period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.38486,0.25,0.54,0.5,15,-0.23030001
+1q,1.78634,1.57,1.9,2.05,15,-0.1286
0y,4.75086,4.62,5.17,5.42,21,-0.123500004
+1y,5.05123,4.59,5.69,4.75086,20,0.063200004
