period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2333205390,2248900000,2433900000,13,2304100000,0.0126
+1q,3171982260,3097894260,3224248000,13,3200800000,-0.009
0y,11127014400,10935000000,11289100000,19,11140800000,-0.0011999999
+1y,11151235100,10776000000,11529536000,18,11127014400,0.0022
