period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1576090000,1576090000,1576090000,1,1358074000,0.16049999
+1q,1644357000,1644357000,1644357000,1,1420893000,0.1573
0y,6703272670,6601000000,6882671000,3,5833980000,0.14899999
+1y,7511496330,7310000000,7859857000,3,6703272670,0.12060001
