period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.78048,6.2,7.48,4.75,7,0.4275
+1q,8.8981,8.59,9.78,6.53,7,0.36259997
0y,36.60419,35.06,38.13,28.88,7,0.2675
+1y,43.85086,36.68,49.71,36.60419,6,0.198
