,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-6583291.0,-18385056.0,-3557935.0,-679140.0
Tax Rate For Calcs,0.209,0.216,0.167,0.21
Normalized EBITDA,1473892000.0,902212000.0,499937000.0,332537000.0
Total Unusual Items,-31499000.0,-85116000.0,-21305000.0,-3234000.0
Total Unusual Items Excluding Goodwill,-31499000.0,-85116000.0,-21305000.0,-3234000.0
Net Income From Continuing Operation Net Minority Interest,1022558000.0,522433000.0,323398000.0,245947000.0
Reconciled Depreciation,141959000.0,145485000.0,81566000.0,81347000.0
Reconciled Cost Of Revenue,6905742000.0,5551065000.0,4216251000.0,3398756000.0
EBITDA,1442393000.0,817096000.0,478632000.0,329303000.0
EBIT,1300434000.0,671611000.0,397066000.0,247956000.0
Net Interest Income,12595000.0,4906000.0,-6789000.0,-13306000.0
Interest Expense,6981000.0,5050000.0,8872000.0,12098000.0
Interest Income,21604000.0,11554000.0,3492000.0,378000.0
Normalized Income,1047473709.0,589163944.0,341145065.0,248501860.0
Net Income From Continuing And Discontinued Operation,1022558000.0,522433000.0,323398000.0,245947000.0
Total Expenses,7789026000.0,6281137000.0,4790674000.0,3888100000.0
Total Operating Income As Reported,1314589000.0,749369000.0,418388000.0,253849000.0
Diluted Average Shares,35413000.0,35775000.0,35895000.0,36046000.0
Basic Average Shares,35349000.0,35689000.0,35802000.0,35932000.0
Diluted EPS,28.88,14.6,9.01,6.82
Basic EPS,28.93,14.64,9.03,6.84
Diluted NI Availto Com Stockholders,1022558000.0,522433000.0,323398000.0,245947000.0
Net Income Common Stockholders,1022558000.0,522433000.0,323398000.0,245947000.0
Net Income,1022558000.0,522433000.0,323398000.0,245947000.0
Net Income Including Noncontrolling Interests,1022558000.0,522433000.0,323398000.0,245947000.0
Net Income Continuous Operations,1022558000.0,522433000.0,323398000.0,245947000.0
Tax Provision,270895000.0,144128000.0,64796000.0,-10089000.0
Pretax Income,1293453000.0,666561000.0,388194000.0,235858000.0
Other Income Expense,-31757000.0,-84684000.0,-21103000.0,-3100000.0
Other Non Operating Income Expenses,-258000.0,432000.0,202000.0,134000.0
Special Income Charges,-31499000.0,-85116000.0,-21305000.0,-3234000.0
Gain On Sale Of Ppe,1974000.0,3030000.0,2302000.0,1585000.0
Restructuring And Mergern Acquisition,33473000.0,88146000.0,23607000.0,4819000.0
Net Non Operating Interest Income Expense,12595000.0,4906000.0,-6789000.0,-13306000.0
Total Other Finance Cost,2028000.0,1598000.0,1409000.0,1586000.0
Interest Expense Non Operating,6981000.0,5050000.0,8872000.0,12098000.0
Interest Income Non Operating,21604000.0,11554000.0,3492000.0,378000.0
Operating Income,1312615000.0,746339000.0,416086000.0,252264000.0
Operating Expense,883284000.0,730072000.0,574423000.0,489344000.0
Selling General And Administration,883284000.0,730072000.0,574423000.0,489344000.0
Gross Profit,2195899000.0,1476411000.0,990509000.0,741608000.0
Cost Of Revenue,6905742000.0,5551065000.0,4216251000.0,3398756000.0
Total Revenue,9101641000.0,7027476000.0,5206760000.0,4140364000.0
Operating Revenue,9101641000.0,7027476000.0,5206760000.0,4140364000.0
