period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2384015350,2307000000,2449900000,7,1831286000,0.3018
+1q,2702084820,2606200000,2791500000,7,2173319000,0.2433
0y,10940018720,10802000000,11088400000,7,9101641000,0.202
+1y,12372268610,11357476000,12780000000,6,10940018720,0.1309
