,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1182,42348625,3911742607,0.121400006
1,2025-12-31,Capital International Investors,0.0845,30265174,2795594205,0.5911
2,2025-12-31,Blackrock Inc.,0.077800006,27878398,2575127699,-0.0032
3,2025-12-31,State Street Corporation,0.039,13988393,1292107899,0.015700001
4,2025-12-31,"Charles Schwab Investment Management, Inc.",0.0322,11550173,1066889511,0.0233
5,2025-12-31,"Geode Capital Management, LLC",0.0271,9705424,896490041,0.0082
6,2025-12-31,Wells Fargo & Company,0.018099999,6489937,599475498,-0.2635
7,2025-12-31,Select Equity Group LP,0.016,5716237,528008827,0.3118
8,2025-12-31,Bank of America Corporation,0.0149,5351226,494292760,-0.0508
9,2025-12-31,Morgan Stanley,0.0135,4843248,447370831,-0.0042
