period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.30394,1.22,1.36,1.19,18,0.095699996
+1q,1.31721,1.28,1.41,1.22,15,0.0797
0y,5.49533,5.48,5.51,4.98,18,0.1035
+1y,5.90232,5.72,6.0,5.49533,19,0.074099995
