period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8597987530,8340000000,8770000000,15,8112000000,0.059899997
+1q,8890460810,8647000000,9064000000,14,8495000000,0.0466
0y,35569219510,34642000000,36365020000,25,33986000000,0.0466
+1y,37355258330,35701000000,38546920000,23,35569219510,0.0502
