period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.26742,4.22,4.32,3.95,18,0.0804
+1q,4.44444,4.35,4.55,4.09,17,0.0867
0y,17.81941,17.53,18.04781,16.46,27,0.082600005
+1y,19.47608,18.44649,20.39516,17.81941,25,0.093
