,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-93073213.50285,-46047715.736041,0.0,-14616000.0
Tax Rate For Calcs,0.084612,0.196785,0.192,0.203
Total Unusual Items,-1100000000.0,-234000000.0,0.0,-72000000.0
Total Unusual Items Excluding Goodwill,-1100000000.0,-234000000.0,0.0,-72000000.0
Net Income From Continuing Operation Net Minority Interest,2088000000.0,4747000000.0,4887000000.0,7360000000.0
Reconciled Depreciation,5260000000.0,3237000000.0,3226000000.0,3210000000.0
Net Interest Income,42878000000.0,31208000000.0,29241000000.0,27114000000.0
Interest Expense,15818000000.0,14826000000.0,12697000000.0,4123000000.0
Interest Income,58696000000.0,46034000000.0,41938000000.0,31237000000.0
Normalized Income,3094926786.49715,4934952284.263959,4887000000.0,7417384000.0
Net Income From Continuing And Discontinued Operation,2453000000.0,4750000000.0,4887000000.0,7360000000.0
Diluted Average Shares,541300000.0,383600000.0,383400000.0,393200000.0
Basic Average Shares,540700000.0,382700000.0,382400000.0,391800000.0
Diluted EPS,4.03,11.59,11.95,17.91
Basic EPS,4.03,11.61,11.98,17.98
Diluted NI Availto Com Stockholders,2181000000.0,4445000000.0,4582000000.0,7044000000.0
Net Income Common Stockholders,2181000000.0,4445000000.0,4582000000.0,7044000000.0
Otherunder Preferred Stock Dividend,20000000.0,77000000.0,77000000.0,88000000.0
Preferred Stock Dividends,252000000.0,228000000.0,228000000.0,228000000.0
Net Income,2453000000.0,4750000000.0,4887000000.0,7360000000.0
Net Income Including Noncontrolling Interests,2453000000.0,4750000000.0,4887000000.0,7360000000.0
Net Income Discontinuous Operations,365000000.0,3000000.0,0.0,0.0
Net Income Continuous Operations,2088000000.0,4747000000.0,4887000000.0,7360000000.0
Tax Provision,193000000.0,1163000000.0,1158000000.0,1880000000.0
Pretax Income,2281000000.0,5910000000.0,6045000000.0,9240000000.0
Special Income Charges,-1100000000.0,-234000000.0,0.0,-72000000.0
Other Special Charges,,116000000.0,289000000.0,
Restructuring And Mergern Acquisition,1100000000.0,234000000.0,0.0,72000000.0
Gain On Sale Of Security,0.0,-35000000.0,-34000000.0,-9000000.0
Depreciation Amortization Depletion Income Statement,1326000000.0,77000000.0,82000000.0,70000000.0
Depreciation And Amortization In Income Statement,1326000000.0,77000000.0,82000000.0,70000000.0
Amortization,1326000000.0,77000000.0,82000000.0,70000000.0
Amortization Of Intangibles Income Statement,1326000000.0,77000000.0,82000000.0,70000000.0
Selling General And Administration,18355000000.0,13960000000.0,13311000000.0,12442000000.0
Selling And Marketing Expense,5884000000.0,4562000000.0,4009000000.0,4017000000.0
General And Administrative Expense,12471000000.0,9398000000.0,9302000000.0,8425000000.0
Salaries And Wages,12471000000.0,9398000000.0,9302000000.0,8425000000.0
Total Revenue,53434000000.0,39112000000.0,36787000000.0,34250000000.0
Operating Revenue,53434000000.0,39112000000.0,36787000000.0,34250000000.0
Occupancy And Equipment,3166000000.0,2366000000.0,2160000000.0,2050000000.0
Professional Expense And Contract Services Expense,2424000000.0,1610000000.0,1268000000.0,1807000000.0
Other Non Interest Expense,4127000000.0,3239000000.0,3495000000.0,2722000000.0
