period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.71694,4.34,5.17367,4.06,15,0.1618
+1q,5.04876,4.51,5.57,5.48,15,-0.0787
0y,20.30662,16.09,21.7,19.61,18,0.0355
+1y,24.53434,17.65,26.85,20.30662,18,0.2082
