period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.3351,1.30748,1.39,1.23,21,0.0854
+1q,1.39729,1.36,1.43,1.31,21,0.066599995
0y,5.65614,5.53197,5.73,5.28,27,0.0712
+1y,6.13492,5.65575,6.27978,5.65614,27,0.0846
