Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
1995-04-27,"[datetime.date(2026, 5, 6)]",1.37,1.21,1.2728,10119000000,9799000000,9863696220
