,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.097200006,158522860,34558776868,0.0162
1,2025-12-31,Blackrock Inc.,0.090500005,147528808,32162018508,0.0817
2,2025-12-31,State Street Corporation,0.046,74919276,16332777130,0.0148
3,2025-12-31,"Geode Capital Management, LLC",0.0231,37584845,8193684317,0.0077
4,2025-12-31,Morgan Stanley,0.0154,25041819,5459241873,-0.16700001
5,2025-12-31,NORGES BANK,0.014099999,23016960,5017812477,0.0554
6,2025-12-31,JPMORGAN CHASE & CO,0.0128,20911889,4558896463,-0.2292
7,2025-12-31,Price (T.Rowe) Associates Inc,0.0125,20325288,4431014509,0.0028
8,2025-12-31,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",0.0114,18630782,4061603720,-0.0117
9,2025-12-31,Northern Trust Corporation,0.010199999,16611040,3621289856,-0.0011
