period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.40059,0.40059,0.40059,0.2794,1,0.4338
+1q,0.41541,0.41541,0.41541,0.2176,1,0.90910006
0y,1.63682,1.51,1.87,1.17,7,0.39900002
+1y,1.75566,1.65735,1.87963,1.63827,3,0.0717
