period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1243816610,1224100000,1250000000,7,1010000000,0.2315
+1q,1269684690,1248259530,1286763910,5,1257000000,0.0101
0y,4962031230,4941000000,4969910000,10,3935000000,0.261
+1y,5227935840,5113000000,5386000000,10,4962031230,0.053600002
