address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
60 East Rio Salado Parkway,Suite 1000,Tempe,AZ,85281,United States,650 527 8000,https://www.gendigital.com,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Gen Digital Inc. engages in the provision of cyber safety solutions for individuals, families, and small businesses. It offers security and performance management, identity protection, and online privacy, as well as technology platform. The company offers its products under the Norton, Avast, LifeLock, MoneyLion, Avira, AVG, and CCleaner brands. The company was formerly known as NortonLifeLock Inc. and changed its name to Gen Digital Inc. in November 2022. Gen Digital Inc. was founded in 1982 and is headquartered in Tempe, Arizona.",3500,"[{'maxAge': 1, 'name': 'Mr. Vincent  Pilette', 'age': 53, 'title': 'Chairman & CEO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 2678394, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Natalie Marie Derse', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2025, 'totalPay': 1476000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bryan Seuk Ko J.D.', 'age': 54, 'title': 'COO, Chief Legal Officer & Corporate Secretary', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 1155800, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jason  Starr', 'title': 'Head of Investor Relation', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Spring  Harris', 'title': 'Head of Global Corporate Communications & PR', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kara  Jordan', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katrina R. Lane', 'age': 60, 'title': 'Chief Customer Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,5,3,2,2,1775001600,1767139200,http://investor.symantec.com/phoenix.zhtml?c=89422&p=irol-irhomeNews,[],86400,2,19.37,19.14,19.03,19.305,19.37,19.14,19.03,19.305,0.5,2.65,1770940800,0.5155,2.12,1.149,19.773195,6.684301,936220,936220,6948633,7276060,7276060,18.33,20.23,1,1,11828615168,11731707302,18.21,32.22,34.2,0.6875,2.5023513,22.0662,26.6944,0.5,0.025813112,USD,False,19298988032,0.12757,461376493,605663774,24871112,22518645,1770940800,1773360000,0.041100003,0.09478,0.90966004,4.52,0.051999997,616716107,3.848,4.9844074,1743120000,1774656000,1767312000,0.208,603000000,0.97,2.86941,2:1,1101859200,4.083,9.587,-0.17574465,0.32693863,0.125,1770940800,EQUITY,19.18,46.0,22.0,31.18818,32.0,1.91667,buy,11,616000000,1.017,2012999936,8473999872,0.363,0.466,4727000064,363.379,7.689,0.07169,0.26902,3727000064,1316375040,1539000064,0.201,0.258,0.78845,0.42585,0.35806,USD,GEN,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775579006,NMS,finmb_35000,America/New_York,EDT,-14400000,us_market,False,-0.980901,19.18,REGULAR,Gen Digital Inc.,Gen Digital Inc.,NortonLifeLock Inc.,2026-04-06,1.9 - Buy,False,True,614611800000,-0.19000053,19.03 - 19.305,NasdaqGS,6948633,0.9700012,0.053267505,18.21 - 32.22,-13.040001,-0.4047176,-17.574465,1773187200,1770325200,1778184000,1778184000,1770328800,1770328800,True,0.97,2.86941,2.54602,7.5333266,-2.8862,-0.13079733,-7.5144005,-0.28149724,15,0,0.4742
