period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.6491,0.63,0.66,0.59,9,0.100200005
+1q,0.67918,0.66,0.7,0.64,7,0.0612
0y,2.54602,2.52,2.56,2.22,12,0.1469
+1y,2.86941,2.77,3.03,2.54602,12,0.127
