period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.6825,0.68,0.69,0.72,4,-0.0521
+1q,0.725,0.71,0.73,1.78,4,-0.5927
0y,2.914,2.88,2.94,4.7505,5,-0.3866
+1y,3.182,3.07,3.28,2.914,5,0.092
