period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.84298,2.83,2.8655,2.29,24,0.24149999
+1q,3.04717,2.76787,3.16574,2.62,24,0.16299999
0y,12.41975,12.2,12.86,10.43,32,0.1908
+1y,14.08118,13.16,15.33,12.41975,33,0.1338
