,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031600002,6659603,1565006705,-0.0112
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0255,5370762,1262129070,0.0174
2,2026-01-31,"Invesco QQQ Trust, Series 1",0.0219,4618369,1085316715,-0.0291
3,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.012999999,2740955,644124425,-0.0094
4,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,2710693,637012855,0.0017
5,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0119,2509215,589665525,-0.0184
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Growth Index Fund,0.0115,2434101,572013735,-0.050300002
7,2025-11-30,MFS Series Trust II-MFS Growth Fund,0.010299999,2181585,512672475,-0.0295
8,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.007900001,1657868,389598980,0.036
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0078,1652848,388419280,-0.0162
