,2026-01-31,2025-01-31,2024-01-31,2023-01-31,2022-01-31
Tax Effect Of Unusual Items,-65400000.0,-3734104.046243,-4454225.352113,2080338.266385,
Tax Rate For Calcs,0.3,0.196532,0.202465,0.130021,
Normalized EBITDA,2207000000.0,1568000000.0,1289000000.0,1151000000.0,
Total Unusual Items,-218000000.0,-19000000.0,-22000000.0,16000000.0,
Total Unusual Items Excluding Goodwill,-218000000.0,-19000000.0,-22000000.0,16000000.0,
Net Income From Continuing Operation Net Minority Interest,1124000000.0,1112000000.0,906000000.0,823000000.0,
Reconciled Depreciation,195000000.0,180000000.0,139000000.0,150000000.0,
Reconciled Cost Of Revenue,508000000.0,447000000.0,414000000.0,370000000.0,
EBITDA,1989000000.0,1549000000.0,1267000000.0,1167000000.0,
EBIT,1794000000.0,1369000000.0,1128000000.0,1017000000.0,
Net Interest Income,27000000.0,34000000.0,26000000.0,-71000000.0,
Interest Expense,,,,71000000.0,65000000.0
Interest Income,27000000.0,34000000.0,26000000.0,,
Normalized Income,1276600000.0,1127265895.953757,923545774.647887,809080338.266385,
Net Income From Continuing And Discontinued Operation,1124000000.0,1112000000.0,906000000.0,823000000.0,
Total Expenses,5412000000.0,4762000000.0,4369000000.0,4016000000.0,
Total Operating Income As Reported,1578000000.0,1354000000.0,1128000000.0,989000000.0,
Diluted Average Shares,215000000.0,217000000.0,216000000.0,218000000.0,
Basic Average Shares,213000000.0,215000000.0,214000000.0,216000000.0,
Diluted EPS,5.23,5.12,4.19,3.78,
Basic EPS,5.28,5.17,4.23,3.81,
Diluted NI Availto Com Stockholders,1124000000.0,1112000000.0,906000000.0,823000000.0,
Net Income Common Stockholders,1124000000.0,1112000000.0,906000000.0,823000000.0,
Net Income,1124000000.0,1112000000.0,906000000.0,823000000.0,
Net Income Including Noncontrolling Interests,1124000000.0,1112000000.0,906000000.0,823000000.0,
Net Income Continuous Operations,1124000000.0,1112000000.0,906000000.0,823000000.0,
Tax Provision,479000000.0,272000000.0,230000000.0,123000000.0,
Pretax Income,1603000000.0,1384000000.0,1136000000.0,946000000.0,
Other Income Expense,-218000000.0,-19000000.0,-18000000.0,28000000.0,
Other Non Operating Income Expenses,,,4000000.0,12000000.0,8000000.0
Special Income Charges,-216000000.0,-15000000.0,0.0,0.0,
Restructuring And Mergern Acquisition,216000000.0,15000000.0,0.0,0.0,
Gain On Sale Of Security,-2000000.0,-4000000.0,-22000000.0,16000000.0,
Net Non Operating Interest Income Expense,27000000.0,34000000.0,26000000.0,-71000000.0,
Total Other Finance Cost,,,-26000000.0,71000000.0,65000000.0
Interest Expense Non Operating,,,,71000000.0,65000000.0
Interest Income Non Operating,27000000.0,34000000.0,26000000.0,,
Operating Income,1794000000.0,1369000000.0,1128000000.0,989000000.0,
Operating Expense,4762000000.0,4184000000.0,3858000000.0,3536000000.0,
Depreciation Amortization Depletion Income Statement,53000000.0,49000000.0,42000000.0,40000000.0,
Depreciation And Amortization In Income Statement,53000000.0,49000000.0,42000000.0,40000000.0,
Amortization,53000000.0,49000000.0,42000000.0,40000000.0,
Amortization Of Intangibles Income Statement,53000000.0,49000000.0,42000000.0,40000000.0,
Research And Development,1643000000.0,1485000000.0,1373000000.0,1219000000.0,
Selling General And Administration,3066000000.0,2650000000.0,2443000000.0,2277000000.0,
Selling And Marketing Expense,2373000000.0,2000000000.0,1823000000.0,1745000000.0,
General And Administrative Expense,693000000.0,650000000.0,620000000.0,532000000.0,
Other Gand A,693000000.0,650000000.0,620000000.0,532000000.0,
Gross Profit,6556000000.0,5553000000.0,4986000000.0,4525000000.0,
Cost Of Revenue,650000000.0,578000000.0,511000000.0,480000000.0,
Total Revenue,7206000000.0,6131000000.0,5497000000.0,5005000000.0,
Operating Revenue,6776000000.0,5758000000.0,5170000000.0,4716000000.0,
