period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,14.77607,10.87,17.39697,6.45,13,1.2909
+1q,15.69124,13.601,17.84,17.36,12,-0.096099995
0y,53.21008,47.43,56.5,44.54,13,0.19469999
+1y,61.11177,55.0,68.1,53.21008,13,0.14850001
