period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,901415320,900000000,910945000,19,953200000,-0.0543
+1q,860573580,824100000,918893000,19,965000000,-0.1082
0y,3758836440,3680500000,3899002000,21,4086900000,-0.080299996
+1y,3882230030,3779800000,4018000000,20,3758836440,0.0328
