,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,19313000000.0,18059000000.0,17778000000.0,17185000000.0
Repurchase Of Capital Stock,-5953000000.0,-2432000000.0,-5054000000.0,-6035000000.0
Repayment Of Debt,-14087000000.0,-11886000000.0,-24524000000.0,-8684000000.0
Issuance Of Debt,23724000000.0,21937000000.0,21790000000.0,16136000000.0
Issuance Of Capital Stock,0.0,0.0,4241000000.0,0.0
Capital Expenditure,-5217000000.0,-6207000000.0,-5013000000.0,-4009000000.0
Interest Paid Supplemental Data,1977000000.0,1990000000.0,1836000000.0,982000000.0
Income Tax Paid Supplemental Data,6539000000.0,6714000000.0,8574000000.0,5223000000.0
End Cash Position,19709000000.0,24105000000.0,21859000000.0,14127000000.0
Beginning Cash Position,24105000000.0,21859000000.0,14127000000.0,14487000000.0
Effect Of Exchange Rate Changes,201000000.0,-289000000.0,-112000000.0,-312000000.0
Changes In Cash,-4597000000.0,2535000000.0,7844000000.0,-48000000.0
Financing Cash Flow,-5539000000.0,-3132000000.0,-15825000000.0,-8871000000.0
Cash Flow From Continuing Financing Activities,-5539000000.0,-3132000000.0,-15825000000.0,-8871000000.0
Net Other Financing Charges,-260000000.0,234000000.0,-1602000000.0,65000000.0
Proceeds From Stock Option Exercised,3418000000.0,838000000.0,1094000000.0,1329000000.0
Cash Dividends Paid,-12381000000.0,-11823000000.0,-11770000000.0,-11682000000.0
Common Stock Dividend Paid,-12381000000.0,-11823000000.0,-11770000000.0,-11682000000.0
Net Common Stock Issuance,-5953000000.0,-2432000000.0,-813000000.0,-6035000000.0
Common Stock Payments,-5953000000.0,-2432000000.0,-5054000000.0,-6035000000.0
Common Stock Issuance,0.0,0.0,4241000000.0,0.0
Net Issuance Payments Of Debt,9637000000.0,10051000000.0,-2734000000.0,7452000000.0
Net Short Term Debt Issuance,2256000000.0,5814000000.0,-1183000000.0,9584000000.0
Short Term Debt Payments,-12330000000.0,-9463000000.0,-22973000000.0,-6550000000.0
Short Term Debt Issuance,14586000000.0,15277000000.0,21790000000.0,16134000000.0
Net Long Term Debt Issuance,7381000000.0,4237000000.0,-1551000000.0,-2132000000.0
Long Term Debt Payments,-1757000000.0,-2423000000.0,-1551000000.0,-2134000000.0
Long Term Debt Issuance,9138000000.0,6660000000.0,0.0,2000000.0
Investing Cash Flow,-23588000000.0,-18599000000.0,878000000.0,-12371000000.0
Cash Flow From Continuing Investing Activities,-23588000000.0,-18599000000.0,878000000.0,-12371000000.0
Net Other Investing Changes,-1571000000.0,2018000000.0,-2593000000.0,65000000.0
Net Investment Purchase And Sale,741000000.0,736000000.0,8484000000.0,9225000000.0
Sale Of Investment,1661000000.0,2462000000.0,19390000000.0,41609000000.0
Purchase Of Investment,-920000000.0,-1726000000.0,-10906000000.0,-32384000000.0
Net Business Purchase And Sale,-17541000000.0,-15146000000.0,0.0,-17652000000.0
Purchase Of Business,-17541000000.0,-15146000000.0,0.0,-17652000000.0
Net Intangibles Purchase And Sale,-385000000.0,-1783000000.0,-470000000.0,0.0
Purchase Of Intangibles,-385000000.0,-1783000000.0,-470000000.0,0.0
Net PPE Purchase And Sale,-4832000000.0,-4424000000.0,-4543000000.0,-4009000000.0
Purchase Of PPE,-4832000000.0,-4424000000.0,-4543000000.0,-4009000000.0
Operating Cash Flow,24530000000.0,24266000000.0,22791000000.0,21194000000.0
Cash Flow From Continuing Operating Activities,24530000000.0,24266000000.0,22791000000.0,21194000000.0
Change In Working Capital,-12718000000.0,1837000000.0,2507000000.0,-4011000000.0
Change In Other Current Liabilities,-5697000000.0,33000000.0,5588000000.0,-1979000000.0
Change In Other Current Assets,-6167000000.0,1717000000.0,-3480000000.0,687000000.0
Change In Payables And Accrued Expense,2377000000.0,1621000000.0,2346000000.0,1098000000.0
Change In Inventory,-1450000000.0,-1128000000.0,-1323000000.0,-2527000000.0
Change In Receivables,-1781000000.0,-406000000.0,-624000000.0,-1290000000.0
Changes In Account Receivables,-1781000000.0,-406000000.0,-624000000.0,-1290000000.0
Other Non Cash Items,109000000.0,1841000000.0,483000000.0,
Stock Based Compensation,1354000000.0,1176000000.0,1162000000.0,1138000000.0
Provisionand Write Offof Assets,-1000000.0,11000000.0,0.0,-17000000.0
Asset Impairment Charge,204000000.0,405000000.0,1295000000.0,1216000000.0
Deferred Tax,1538000000.0,-2183000000.0,-4194000000.0,-1663000000.0
Deferred Income Tax,1538000000.0,-2183000000.0,-4194000000.0,-1663000000.0
Depreciation Amortization Depletion,7503000000.0,7339000000.0,7486000000.0,6970000000.0
Depreciation And Amortization,7503000000.0,7339000000.0,7486000000.0,6970000000.0
Operating Gains Losses,-263000000.0,-226000000.0,-21101000000.0,-380000000.0
Gain Loss On Sale Of Business,-263000000.0,-226000000.0,-21101000000.0,-380000000.0
Net Income From Continuing Operations,26804000000.0,14066000000.0,35153000000.0,17941000000.0
