period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,23597461090,22408000000,24033700000,15,21893000000,0.0779
+1q,25056250720,23973000000,25498000000,14,23743000000,0.0553
0y,100627308450,99977000000,102015000000,22,94193000000,0.0683
+1y,106077026030,99928437510,109106863000,22,100627308450,0.0542
