Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-10,2026-02-24,"[datetime.date(2026, 4, 14)]",2.89,2.14,2.67476,24033700000,22408000000,23597461090
