period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.67476,2.14,2.89,2.77,17,-0.0344
+1q,2.89087,2.58,3.0,2.77,16,0.0436
0y,11.54259,11.43,11.64,10.79,24,0.069699995
+1y,12.57597,11.78,13.24,11.54259,24,0.089499995
