,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1022,180779699,36826633697,0.0171
1,2025-12-31,Blackrock Inc.,0.0855,151174543,30795767169,0.0356
2,2025-12-31,State Street Corporation,0.0458,80940931,16488477597,0.0139999995
3,2025-12-31,JPMORGAN CHASE & CO,0.0296,52393323,10673044180,-0.5366
4,2025-12-31,"Geode Capital Management, LLC",0.0252,44629980,9091573525,0.103599995
5,2025-12-31,Morgan Stanley,0.0226,40041940,8156943866,-0.0387
6,2025-12-31,Bank of America Corporation,0.0146,25824399,5260688493,0.026600001
7,2025-12-31,NORGES BANK,0.0145000005,25668761,5228983475,0.111099996
8,2025-12-31,Capital Research Global Investors,0.014400001,25408200,5175904592,0.0069999998
9,2025-12-31,"Charles Schwab Investment Management, Inc.",0.014199999,25169844,5127349090,-0.0304
