,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-01-31,First Eagle Funds-First Eagle Global Fund,0.0344,4576022,669288952,0.0
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031600002,4200116,614308943,-0.0139
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0254,3380605,494447268,0.0099
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0219,2916971,426636162,-0.028399998
4,2026-01-31,John Hancock Funds III-Disciplined Value Mid Cap Fund,0.0139,1843437,269621085,0.0
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.012999999,1724610,252241449,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,1705592,249459876,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0119,1578838,230920837,-0.0184
8,2025-12-31,LOOMIS SAYLES FUNDS II-Loomis Sayles Growth Fund,0.0114,1512595,221232136,-0.026400002
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0093,1233381,180394298,0.0148
